guid,label,output
ctudor_chunk3_1,Romanian,Bulgarian
ctudor_chunk3_2,Romanian,German
ctudor_chunk3_3,Romanian,Slovenian
cuddle_rapist_chunk1_0,Polish,Russian
cuddle_rapist_chunk1_1,Polish,Polish
cuddle_rapist_chunk1_2,Polish,Polish
cuddle_rapist_chunk1_3,Polish,German
cuddle_rapist_chunk1_4,Polish,English
cuddle_rapist_chunk1_5,Polish,Spanish
decemvredotno_chunk1_0,Romanian,Bulgarian
decemvredotno_chunk1_1,Romanian,Romanian
decemvredotno_chunk1_2,Romanian,English
decemvredotno_chunk1_3,Romanian,English
decemvredotno_chunk2_0,Romanian,Romanian
decemvredotno_chunk2_1,Romanian,Romanian
decemvredotno_chunk2_2,Romanian,Romanian
decemvredotno_chunk2_3,Romanian,German
decemvredotno_chunk3_0,Romanian,Swedish
decemvredotno_chunk3_1,Romanian,Romanian
decemvredotno_chunk3_2,Romanian,Romanian
decemvredotno_chunk3_3,Romanian,Romanian
dimaryp_chunk1_0,Greek,Greek
dimaryp_chunk1_1,Greek,Greek
dimaryp_chunk1_2,Greek,Greek
dimaryp_chunk1_3,Greek,German
docdeek_chunk1_0,French,Bulgarian
docdeek_chunk1_1,French,French
docdeek_chunk1_2,French,English
docdeek_chunk1_3,French,English
docdeek_chunk1_4,French,French
doveelg_chunk1_0,Croatian,Czech
doveelg_chunk1_1,Croatian,Polish
doveelg_chunk1_2,Croatian,Bulgarian
doveelg_chunk1_3,Croatian,Slovenian
durkster_chunk1_0,Dutch,Dutch
durkster_chunk1_1,Dutch,Dutch
durkster_chunk1_2,Dutch,Bulgarian
durkster_chunk2_0,Dutch,Dutch
durkster_chunk2_1,Dutch,French
durkster_chunk2_2,Dutch,Russian
durkster_chunk3_0,Dutch,Spanish
durkster_chunk3_1,Dutch,Dutch
durkster_chunk3_2,Dutch,English
ednorog_chunk1_0,Bulgarian,Bulgarian
ednorog_chunk1_1,Bulgarian,Bulgarian
ednorog_chunk1_2,Bulgarian,Bulgarian
ednorog_chunk1_3,Bulgarian,Bulgarian
ednorog_chunk1_4,Bulgarian,Bulgarian
ednorog_chunk2_0,Bulgarian,Bulgarian
ednorog_chunk2_1,Bulgarian,Bulgarian
ednorog_chunk2_2,Bulgarian,Russian
ednorog_chunk2_3,Bulgarian,Bulgarian
ednorog_chunk2_4,Bulgarian,Bulgarian
ednorog_chunk3_0,Bulgarian,Bulgarian
ednorog_chunk3_1,Bulgarian,Bulgarian
ednorog_chunk3_2,Bulgarian,Bulgarian
ednorog_chunk3_3,Bulgarian,Bulgarian
ednorog_chunk3_4,Bulgarian,Russian
enkebabtack_chunk1_0,Swedish,Russian
enkebabtack_chunk1_1,Swedish,Russian
enkebabtack_chunk1_2,Swedish,Russian
enkebabtack_chunk1_3,Swedish,Russian
enkebabtack_chunk2_0,Swedish,Swedish
enkebabtack_chunk2_1,Swedish,Estonian
enkebabtack_chunk2_2,Swedish,Russian
enkebabtack_chunk2_3,Swedish,Russian
enkebabtack_chunk3_0,Swedish,English
enkebabtack_chunk3_1,Swedish,English
enkebabtack_chunk3_2,Swedish,English
enkebabtack_chunk3_3,Swedish,Dutch
enkebabtack_chunk3_4,Swedish,Russian
erdy_chunk1_0,Turkish,Turkish
erdy_chunk1_1,Turkish,Turkish
erdy_chunk1_2,Turkish,Turkish
erdy_chunk1_3,Turkish,Polish
erdy_chunk2_0,Turkish,Turkish
erdy_chunk2_1,Turkish,Turkish
erdy_chunk2_2,Turkish,Turkish
erdy_chunk2_3,Turkish,Turkish
falconberger_chunk1_0,Czech,Czech
falconberger_chunk1_1,Czech,Czech
falconberger_chunk1_2,Czech,Czech
falconberger_chunk1_3,Czech,German
falconberger_chunk2_0,Czech,Slovenian
falconberger_chunk2_1,Czech,Czech
falconberger_chunk2_2,Czech,Czech
falconberger_chunk3_0,Czech,Czech
falconberger_chunk3_1,Czech,Swedish
falconberger_chunk3_2,Czech,Hungarian
falconberger_chunk3_3,Czech,Czech
falez_chunk1_0,Turkish,Czech
falez_chunk1_1,Turkish,Greek
falez_chunk1_2,Turkish,Greek
falez_chunk1_3,Turkish,Czech
falez_chunk2_0,Turkish,Greek
falez_chunk2_1,Turkish,Turkish
falez_chunk2_2,Turkish,Turkish
falez_chunk2_3,Turkish,Romanian
fbass_chunk1_0,Slovenian,German
fbass_chunk1_1,Slovenian,Slovenian
fbass_chunk1_2,Slovenian,Italian
fbass_chunk2_0,Slovenian,Slovenian
fbass_chunk2_1,Slovenian,Slovenian
fbass_chunk2_2,Slovenian,Slovenian
fbass_chunk2_3,Slovenian,Croatian
fbass_chunk3_0,Slovenian,Slovenian
fbass_chunk3_1,Slovenian,Slovenian
fbass_chunk3_2,Slovenian,Slovenian
fbfrog_chunk1_0,Italian,Italian
fbfrog_chunk1_1,Italian,Italian
fbfrog_chunk1_2,Italian,Italian
fbfrog_chunk2_0,Italian,Italian
fbfrog_chunk2_1,Italian,Greek
fbfrog_chunk2_2,Italian,Italian
fbfrog_chunk2_3,Italian,Italian
fbfrog_chunk3_0,Italian,Italian
fbfrog_chunk3_1,Italian,Slovenian
fbfrog_chunk3_2,Italian,Hungarian
fbfrog_chunk3_3,Italian,Dutch
fifthflag_chunk1_0,Romanian,German
fifthflag_chunk1_1,Romanian,Hungarian
fifthflag_chunk1_2,Romanian,Romanian
fifthflag_chunk1_3,Romanian,Greek
fifthflag_chunk2_0,Romanian,Dutch
fifthflag_chunk2_1,Romanian,Romanian
fifthflag_chunk2_2,Romanian,Romanian
fifthflag_chunk2_3,Romanian,Romanian
fifthflag_chunk2_4,Romanian,Bulgarian
fifthflag_chunk3_0,Romanian,Greek
fifthflag_chunk3_1,Romanian,Bulgarian
fifthflag_chunk3_2,Romanian,Romanian
fifthflag_chunk3_3,Romanian,Romanian
fjellheimen_chunk1_0,Norwegian,Dutch
fjellheimen_chunk1_1,Norwegian,Dutch
fjellheimen_chunk1_2,Norwegian,Swedish
fletcherlind_chunk1_0,Bulgarian,Bulgarian
fletcherlind_chunk1_1,Bulgarian,Bulgarian
fletcherlind_chunk1_2,Bulgarian,Bulgarian
fletcherlind_chunk1_3,Bulgarian,Bulgarian
fletcherlind_chunk1_4,Bulgarian,German
fletcherlind_chunk2_0,Bulgarian,Bulgarian
fletcherlind_chunk2_1,Bulgarian,Bulgarian
fletcherlind_chunk2_2,Bulgarian,Bulgarian
fletcherlind_chunk2_3,Bulgarian,Bulgarian
fletcherlind_chunk2_4,Bulgarian,Croatian
fletcherlind_chunk3_0,Bulgarian,Bulgarian
fletcherlind_chunk3_1,Bulgarian,Bulgarian
fletcherlind_chunk3_2,Bulgarian,Bulgarian
fletcherlind_chunk3_3,Bulgarian,Bulgarian
fugaz2_chunk1_0,Spanish,Spanish
fugaz2_chunk1_1,Spanish,Spanish
fugaz2_chunk1_2,Spanish,Spanish
fugaz2_chunk1_3,Spanish,Spanish
fugaz2_chunk2_0,Spanish,Spanish
fugaz2_chunk2_1,Spanish,Spanish
fugaz2_chunk2_2,Spanish,Spanish
fugaz2_chunk3_0,Spanish,Spanish
fugaz2_chunk3_1,Spanish,Italian
fugaz2_chunk3_2,Spanish,Portuguese
game_r_chunk1_0,Greek,Greek
game_r_chunk1_1,Greek,Greek
game_r_chunk1_2,Greek,Greek
game_r_chunk2_0,Greek,Greek
game_r_chunk2_1,Greek,Greek
game_r_chunk2_2,Greek,Greek
game_r_chunk2_3,Greek,German
game_r_chunk3_0,Greek,Greek
game_r_chunk3_1,Greek,Finish
game_r_chunk3_2,Greek,Greek
game_r_chunk3_3,Greek,Greek
gintonicisntwater_chunk1_0,German,German
gintonicisntwater_chunk1_1,German,Norwegian
gintonicisntwater_chunk1_2,German,Norwegian
gintonicisntwater_chunk2_0,German,Dutch
gintonicisntwater_chunk2_1,German,Dutch
gintonicisntwater_chunk2_2,German,German
gintonicisntwater_chunk2_3,German,Slovenian
gintonicisntwater_chunk3_0,German,German
gintonicisntwater_chunk3_1,German,Dutch
gintonicisntwater_chunk3_2,German,Bulgarian
gintonicisntwater_chunk3_3,German,Croatian
glarbung_chunk1_0,Finish,English
glarbung_chunk1_1,Finish,German
glarbung_chunk1_2,Finish,Finish
glarbung_chunk1_3,Finish,Croatian
glarbung_chunk2_0,Finish,German
glarbung_chunk2_1,Finish,English
glarbung_chunk2_2,Finish,French
glarbung_chunk3_0,Finish,Swedish
glarbung_chunk3_1,Finish,Finish
glarbung_chunk3_2,Finish,English
gnulinuxlol_chunk1_0,French,French
gnulinuxlol_chunk1_1,French,German
gnulinuxlol_chunk1_2,French,German
gnulinuxlol_chunk1_3,French,German
gschizas_chunk1_0,Greek,Norwegian
gschizas_chunk1_1,Greek,Italian
gschizas_chunk1_2,Greek,Finish
gschizas_chunk1_3,Greek,French
gschizas_chunk2_0,Greek,French
gschizas_chunk2_1,Greek,Italian
gschizas_chunk2_2,Greek,Croatian
gschizas_chunk2_3,Greek,Finish
gschizas_chunk3_0,Greek,Finish
gschizas_chunk3_1,Greek,Finish
gschizas_chunk3_2,Greek,Greek
gschizas_chunk3_3,Greek,Spanish
hvorfor1_chunk1_0,Lithuanian,German
hvorfor1_chunk1_1,Lithuanian,Estonian
hvorfor1_chunk1_2,Lithuanian,Estonian
hvorfor1_chunk1_3,Lithuanian,Estonian
hvorfor1_chunk1_4,Lithuanian,Greek
hvorfor1_chunk2_0,Lithuanian,Lithuanian
hvorfor1_chunk2_1,Lithuanian,Lithuanian
hvorfor1_chunk2_2,Lithuanian,Lithuanian
hvorfor1_chunk2_3,Lithuanian,Norwegian
hvorfor1_chunk2_4,Lithuanian,Lithuanian
iLEZ_chunk1_0,Swedish,Swedish
iLEZ_chunk1_1,Swedish,Swedish
iLEZ_chunk1_2,Swedish,Romanian
iLEZ_chunk2_0,Swedish,Swedish
iLEZ_chunk2_1,Swedish,Swedish
iLEZ_chunk2_2,Swedish,Swedish
iamamemeama_chunk1_0,Greek,Greek
iamamemeama_chunk1_1,Greek,Greek
iamamemeama_chunk1_2,Greek,Greek
iamamemeama_chunk1_3,Greek,English
iamamemeama_chunk2_0,Greek,Swedish
iamamemeama_chunk2_1,Greek,Greek
iamamemeama_chunk2_2,Greek,Slovenian
iamamemeama_chunk3_0,Greek,English
iamamemeama_chunk3_1,Greek,Greek
iamamemeama_chunk3_2,Greek,Greek
iamamemeama_chunk3_3,Greek,Greek
internet-dumbass_chunk1_0,Turkish,Czech
internet-dumbass_chunk1_1,Turkish,Slovenian
internet-dumbass_chunk1_2,Turkish,Turkish
internet-dumbass_chunk1_3,Turkish,Russian
internet-dumbass_chunk2_0,Turkish,Turkish
internet-dumbass_chunk2_1,Turkish,Serbian
internet-dumbass_chunk2_2,Turkish,Bulgarian
internet-dumbass_chunk3_0,Turkish,Turkish
internet-dumbass_chunk3_1,Turkish,Turkish
internet-dumbass_chunk3_2,Turkish,Turkish
internet-dumbass_chunk3_3,Turkish,Turkish
ishama_chunk1_0,Portuguese,Portuguese
ishama_chunk1_1,Portuguese,Portuguese
ishama_chunk1_2,Portuguese,Spanish
jansre16_chunk1_0,Slovenian,Croatian
jansre16_chunk1_1,Slovenian,Slovenian
jansre16_chunk1_2,Slovenian,Slovenian
jansre16_chunk2_0,Slovenian,Slovenian
jansre16_chunk2_1,Slovenian,Italian
jansre16_chunk2_2,Slovenian,Slovenian
jansre16_chunk3_0,Slovenian,Norwegian
jansre16_chunk3_1,Slovenian,Slovenian
jansre16_chunk3_2,Slovenian,Dutch
justhereforacomment4_chunk1_0,English,English
justhereforacomment4_chunk1_1,English,French
justhereforacomment4_chunk1_2,English,French
justhereforacomment4_chunk1_3,English,Slovenian
kassienaravi_chunk1_0,Lithuanian,Italian
kassienaravi_chunk1_1,Lithuanian,Lithuanian
kassienaravi_chunk1_2,Lithuanian,Czech
kassienaravi_chunk1_3,Lithuanian,Lithuanian
kassienaravi_chunk2_0,Lithuanian,German
kassienaravi_chunk2_1,Lithuanian,Lithuanian
kassienaravi_chunk2_2,Lithuanian,Greek
kassienaravi_chunk2_3,Lithuanian,Czech
kassienaravi_chunk3_0,Lithuanian,Turkish
kassienaravi_chunk3_1,Lithuanian,Lithuanian
kassienaravi_chunk3_2,Lithuanian,Slovenian
kassienaravi_chunk3_3,Lithuanian,Polish
kermi123_chunk1_0,Polish,Polish
kermi123_chunk1_1,Polish,Polish
kermi123_chunk1_2,Polish,Polish
kermi123_chunk1_3,Polish,Slovenian
khthon_chunk1_0,Portuguese,Swedish
khthon_chunk1_1,Portuguese,Estonian
khthon_chunk1_2,Portuguese,Portuguese
khthon_chunk2_0,Portuguese,Greek
khthon_chunk2_1,Portuguese,Dutch
khthon_chunk2_2,Portuguese,Swedish
khthon_chunk3_0,Portuguese,Portuguese
khthon_chunk3_1,Portuguese,Greek
khthon_chunk3_2,Portuguese,Portuguese
kohalikpagan_chunk1_0,Estonian,German
kohalikpagan_chunk1_1,Estonian,German
kohalikpagan_chunk1_2,Estonian,Estonian
kohalikpagan_chunk2_0,Estonian,Bulgarian
kohalikpagan_chunk2_1,Estonian,English
kohalikpagan_chunk2_2,Estonian,Estonian
kohalikpagan_chunk3_0,Estonian,Czech
kohalikpagan_chunk3_1,Estonian,German
kohalikpagan_chunk3_2,Estonian,Swedish
kozeljko_chunk1_0,Slovenian,Slovenian
kozeljko_chunk1_1,Slovenian,Slovenian
kozeljko_chunk2_0,Slovenian,Slovenian
kozeljko_chunk2_1,Slovenian,Hungarian
kozeljko_chunk3_0,Slovenian,Slovenian
kozeljko_chunk3_1,Slovenian,Slovenian
kozeljko_chunk3_2,Slovenian,Slovenian
kvinfojoj_chunk1_0,Swedish,Czech
kvinfojoj_chunk1_1,Swedish,Swedish
kvinfojoj_chunk1_2,Swedish,French
kvinfojoj_chunk1_3,Swedish,Romanian
kvinfojoj_chunk2_0,Swedish,German
kvinfojoj_chunk2_1,Swedish,German
kvinfojoj_chunk2_2,Swedish,Turkish
kvinfojoj_chunk2_3,Swedish,Finish
kvinfojoj_chunk3_0,Swedish,German
kvinfojoj_chunk3_1,Swedish,Hungarian
kvinfojoj_chunk3_2,Swedish,Czech
kvinfojoj_chunk3_3,Swedish,Serbian
kvinfojoj_chunk3_4,Swedish,Russian
ladasman_chunk1_0,Czech,Czech
ladasman_chunk1_1,Czech,Czech
ladasman_chunk1_2,Czech,Czech
ladasman_chunk1_3,Czech,Czech
lalegatorbg_chunk1_0,Serbian,Croatian
lalegatorbg_chunk1_1,Serbian,Czech
lalegatorbg_chunk1_2,Serbian,Serbian
lalegatorbg_chunk1_3,Serbian,Serbian
lalegatorbg_chunk2_0,Serbian,Croatian
lalegatorbg_chunk2_1,Serbian,Polish
lalegatorbg_chunk2_2,Serbian,Serbian
lalegatorbg_chunk2_3,Serbian,Czech
lalegatorbg_chunk3_0,Serbian,Russian
lalegatorbg_chunk3_1,Serbian,Swedish
lalegatorbg_chunk3_2,Serbian,Serbian
lalegatorbg_chunk3_3,Serbian,Serbian
lalelerden_chunk1_0,Turkish,Turkish
lalelerden_chunk1_1,Turkish,Lithuanian
lalelerden_chunk1_2,Turkish,Turkish
lalelerden_chunk2_0,Turkish,Italian
lalelerden_chunk2_1,Turkish,Hungarian
lalelerden_chunk2_2,Turkish,Greek
lalelerden_chunk3_0,Turkish,Turkish
lalelerden_chunk3_1,Turkish,Greek
lalelerden_chunk3_2,Turkish,Greek
lalelerden_chunk3_3,Turkish,Greek
lastoc_chunk1_0,Czech,Portuguese
lastoc_chunk1_1,Czech,Italian
lastoc_chunk1_2,Czech,Norwegian
lastoc_chunk1_3,Czech,German
lordabbas_chunk1_0,Turkish,Turkish
lordabbas_chunk1_1,Turkish,Turkish
lordabbas_chunk1_2,Turkish,Turkish
lordabbas_chunk2_0,Turkish,Turkish
lordabbas_chunk2_1,Turkish,Turkish
lordabbas_chunk2_2,Turkish,Turkish
makarmalo_chunk1_0,Serbian,Serbian
makarmalo_chunk1_1,Serbian,Serbian
makarmalo_chunk1_2,Serbian,Serbian
makeitproductive_chunk1_0,Portuguese,Portuguese
makeitproductive_chunk1_1,Portuguese,Portuguese
makeitproductive_chunk1_2,Portuguese,Portuguese
makeitproductive_chunk1_3,Portuguese,Portuguese
makeitproductive_chunk2_0,Portuguese,Portuguese
makeitproductive_chunk2_1,Portuguese,Greek
makeitproductive_chunk2_2,Portuguese,German
makeitproductive_chunk2_3,Portuguese,German
makeitproductive_chunk3_0,Portuguese,Greek
makeitproductive_chunk3_1,Portuguese,Portuguese
makeitproductive_chunk3_2,Portuguese,German
makeitproductive_chunk3_3,Portuguese,Italian
mand71_chunk1_0,French,Portuguese
mand71_chunk1_1,French,French
mand71_chunk1_2,French,French
mand71_chunk1_3,French,Estonian
mand71_chunk2_0,French,German
mand71_chunk2_1,French,German
mand71_chunk2_2,French,French
mand71_chunk2_3,French,English
mcpingvin_chunk1_0,Croatian,Croatian
mcpingvin_chunk1_1,Croatian,Portuguese
mcpingvin_chunk1_2,Croatian,Croatian
mcpingvin_chunk1_3,Croatian,Serbian
mellanschnaps_chunk1_0,Finish,Finish
mellanschnaps_chunk1_1,Finish,Finish
mellanschnaps_chunk1_2,Finish,Finish
mellanschnaps_chunk1_3,Finish,Spanish
mirko_s_chunk1_0,Serbian,Serbian
mirko_s_chunk1_1,Serbian,Serbian
mirko_s_chunk1_2,Serbian,Serbian
mirko_s_chunk2_0,Serbian,Serbian
mirko_s_chunk2_1,Serbian,Serbian
mirko_s_chunk2_2,Serbian,Serbian
mirko_s_chunk3_0,Serbian,Serbian
mirko_s_chunk3_1,Serbian,Serbian
mirko_s_chunk3_2,Serbian,Croatian
monnaiedechange_chunk1_0,German,Czech
monnaiedechange_chunk1_1,German,French
monnaiedechange_chunk1_2,German,Swedish
monnaiedechange_chunk1_3,German,Dutch
monnaiedechange_chunk2_0,German,Bulgarian
monnaiedechange_chunk2_1,German,Swedish
monnaiedechange_chunk2_2,German,German
monnaiedechange_chunk2_3,German,German
mrojek_chunk1_0,Polish,Russian
mrojek_chunk1_1,Polish,Russian
mrojek_chunk1_2,Polish,Russian
mrojek_chunk1_3,Polish,Russian
mrojek_chunk2_0,Polish,Russian
mrojek_chunk2_1,Polish,Russian
mrojek_chunk2_2,Polish,Polish
mylakunis_chunk1_0,Lithuanian,Russian
mylakunis_chunk1_1,Lithuanian,Lithuanian
mylakunis_chunk1_2,Lithuanian,Russian
mylakunis_chunk2_0,Lithuanian,Lithuanian
mylakunis_chunk2_1,Lithuanian,Lithuanian
mylakunis_chunk2_2,Lithuanian,Lithuanian
mylakunis_chunk2_3,Lithuanian,Lithuanian
nmuncer_chunk1_0,French,French
nmuncer_chunk1_1,French,French
nmuncer_chunk1_2,French,French
nmuncer_chunk1_3,French,French
oldsecondhand_chunk1_0,Hungarian,Hungarian
oldsecondhand_chunk1_1,Hungarian,Hungarian
oldsecondhand_chunk1_2,Hungarian,Hungarian
oldsecondhand_chunk1_3,Hungarian,Hungarian
oldsecondhand_chunk2_0,Hungarian,Hungarian
oldsecondhand_chunk2_1,Hungarian,Hungarian
oldsecondhand_chunk2_2,Hungarian,Hungarian
oldsecondhand_chunk2_3,Hungarian,Serbian
oldsecondhand_chunk3_0,Hungarian,Hungarian
oldsecondhand_chunk3_1,Hungarian,Hungarian
oldsecondhand_chunk3_2,Hungarian,Hungarian
oneimage_chunk1_0,Russian,Russian
oneimage_chunk1_1,Russian,Russian
oneimage_chunk1_2,Russian,Russian
oneimage_chunk2_0,Russian,Russian
oneimage_chunk2_1,Russian,Russian
oneimage_chunk2_2,Russian,Polish
oneimage_chunk3_0,Russian,Russian
oneimage_chunk3_1,Russian,Russian
oneimage_chunk3_2,Russian,Russian
pandronic_chunk1_0,Romanian,Czech
pandronic_chunk1_1,Romanian,Romanian
pandronic_chunk1_2,Romanian,Romanian
pandronic_chunk1_3,Romanian,Romanian
pandronic_chunk2_0,Romanian,Romanian
pandronic_chunk2_1,Romanian,Romanian
pandronic_chunk2_2,Romanian,Romanian
pandronic_chunk2_3,Romanian,Bulgarian
peren3_chunk1_0,Slovenian,Slovenian
peren3_chunk1_1,Slovenian,Czech
peren3_chunk1_2,Slovenian,Swedish
peren3_chunk2_0,Slovenian,Estonian
peren3_chunk2_1,Slovenian,Swedish
peren3_chunk2_2,Slovenian,Swedish
peren3_chunk2_3,Slovenian,Romanian
peren3_chunk3_0,Slovenian,Portuguese
peren3_chunk3_1,Slovenian,Czech
peren3_chunk3_2,Slovenian,Hungarian
peren3_chunk3_3,Slovenian,Finish
pinguz_chunk1_0,Hungarian,Hungarian
pinguz_chunk1_1,Hungarian,Hungarian
pinguz_chunk1_2,Hungarian,Hungarian
pinguz_chunk1_3,Hungarian,Hungarian
pinguz_chunk1_4,Hungarian,Greek
pinguz_chunk2_0,Hungarian,Bulgarian
pinguz_chunk2_1,Hungarian,Hungarian
pinguz_chunk2_2,Hungarian,Swedish
pinguz_chunk2_3,Hungarian,Slovenian
pinksi_chunk1_0,Slovenian,Lithuanian
pinksi_chunk1_1,Slovenian,Lithuanian
pinksi_chunk1_2,Slovenian,Slovenian
pinksi_chunk1_3,Slovenian,Dutch
pinksi_chunk2_0,Slovenian,Russian
pinksi_chunk2_1,Slovenian,Bulgarian
pinksi_chunk2_2,Slovenian,Croatian
raphast_chunk1_0,Swedish,Swedish
raphast_chunk1_1,Swedish,Swedish
raphast_chunk1_2,Swedish,Swedish
raymaehn_chunk1_0,German,German
raymaehn_chunk1_1,German,Swedish
raymaehn_chunk1_2,German,Polish
raymaehn_chunk2_0,German,German
raymaehn_chunk2_1,German,Swedish
raymaehn_chunk2_2,German,Greek
salmeida_chunk1_0,Portuguese,German
salmeida_chunk1_1,Portuguese,Greek
salmeida_chunk1_2,Portuguese,Romanian
satissuperque_chunk1_0,Estonian,English
satissuperque_chunk1_1,Estonian,Estonian
satissuperque_chunk1_2,Estonian,Estonian
satissuperque_chunk1_3,Estonian,Estonian
sempiternum_chunk1_0,Italian,Italian
sempiternum_chunk1_1,Italian,Czech
sempiternum_chunk1_2,Italian,Portuguese
sempiternum_chunk1_3,Italian,Dutch
sempiternum_chunk1_4,Italian,Swedish
smee-hee_chunk1_0,Croatian,Slovenian
smee-hee_chunk1_1,Croatian,Croatian
smee-hee_chunk1_2,Croatian,Croatian
smee-hee_chunk1_3,Croatian,Dutch
smee-hee_chunk2_0,Croatian,Croatian
smee-hee_chunk2_1,Croatian,Croatian
smee-hee_chunk2_2,Croatian,Serbian
smee-hee_chunk2_3,Croatian,Croatian
smee-hee_chunk2_4,Croatian,Croatian
smee-hee_chunk3_0,Croatian,Croatian
smee-hee_chunk3_1,Croatian,Croatian
smee-hee_chunk3_2,Croatian,Slovenian
smee-hee_chunk3_3,Croatian,Croatian
smee-hee_chunk3_4,Croatian,Slovenian
sopadurso_chunk1_0,Portuguese,Polish
sopadurso_chunk1_1,Portuguese,Portuguese
sopadurso_chunk1_2,Portuguese,Portuguese
sopadurso_chunk1_3,Portuguese,Portuguese
sopadurso_chunk2_0,Portuguese,Portuguese
sopadurso_chunk2_1,Portuguese,Portuguese
sopadurso_chunk2_2,Portuguese,Polish
sopadurso_chunk2_3,Portuguese,Croatian
sopadurso_chunk3_0,Portuguese,Czech
sopadurso_chunk3_1,Portuguese,Romanian
sopadurso_chunk3_2,Portuguese,Portuguese
sopadurso_chunk3_3,Portuguese,German
sopadurso_chunk3_4,Portuguese,German
soparnik_chunk1_0,Croatian,Russian
soparnik_chunk1_1,Croatian,Croatian
soparnik_chunk1_2,Croatian,Croatian
soparnik_chunk1_3,Croatian,Polish
soparnik_chunk1_4,Croatian,Slovenian
spaghialpomodoro_chunk1_0,Italian,Italian
spaghialpomodoro_chunk1_1,Italian,Italian
spaghialpomodoro_chunk1_2,Italian,Italian
spaghialpomodoro_chunk1_3,Italian,Italian
spaghialpomodoro_chunk2_0,Italian,Italian
spaghialpomodoro_chunk2_1,Italian,Italian
spaghialpomodoro_chunk2_2,Italian,Italian
spaghialpomodoro_chunk2_3,Italian,Italian
spaghialpomodoro_chunk3_0,Italian,Bulgarian
spaghialpomodoro_chunk3_1,Italian,Italian
spaghialpomodoro_chunk3_2,Italian,Italian
spaghialpomodoro_chunk3_3,Italian,Italian
spurdo123_chunk1_0,Estonian,Estonian
spurdo123_chunk1_1,Estonian,Lithuanian
spurdo123_chunk1_2,Estonian,Estonian
spurdo123_chunk1_3,Estonian,Estonian
spurdo123_chunk2_0,Estonian,Estonian
spurdo123_chunk2_1,Estonian,Estonian
spurdo123_chunk2_2,Estonian,Estonian
spurdo123_chunk2_3,Estonian,Italian
spurdo123_chunk3_0,Estonian,Estonian
spurdo123_chunk3_1,Estonian,Finish
spurdo123_chunk3_2,Estonian,Estonian
spurdo123_chunk3_3,Estonian,Croatian
spurdo123_chunk3_4,Estonian,German
spyuebel_chunk1_0,German,German
spyuebel_chunk1_1,German,German
spyuebel_chunk1_2,German,German
sweetbacker_chunk1_0,Estonian,Estonian
sweetbacker_chunk1_1,Estonian,Swedish
sweetbacker_chunk1_2,Estonian,Estonian
sweetbacker_chunk1_3,Estonian,Lithuanian
sweetbacker_chunk2_0,Estonian,Swedish
sweetbacker_chunk2_1,Estonian,Swedish
sweetbacker_chunk2_2,Estonian,Bulgarian
sweetbacker_chunk2_3,Estonian,Romanian
sweetbacker_chunk2_4,Estonian,Bulgarian
sweetbacker_chunk3_0,Estonian,Estonian
sweetbacker_chunk3_1,Estonian,Estonian
sweetbacker_chunk3_2,Estonian,Estonian
sweetbacker_chunk3_3,Estonian,Slovenian
sweetbacker_chunk3_4,Estonian,English
talliss_chunk1_0,Romanian,Romanian
talliss_chunk1_1,Romanian,Romanian
talliss_chunk1_2,Romanian,Romanian
talliss_chunk1_3,Romanian,Bulgarian
the_phet_chunk1_0,Spanish,Spanish
the_phet_chunk1_1,Spanish,Spanish
the_phet_chunk1_2,Spanish,Greek
the_phet_chunk1_3,Spanish,Portuguese
the_phet_chunk2_0,Spanish,Spanish
the_phet_chunk2_1,Spanish,Spanish
the_phet_chunk2_2,Spanish,Spanish
the_phet_chunk2_3,Spanish,German
the_prole_chunk1_0,Italian,Italian
the_prole_chunk1_1,Italian,Italian
the_prole_chunk1_2,Italian,Italian
the_prole_chunk1_3,Italian,Czech
thelamogio1_chunk1_0,Greek,Greek
thelamogio1_chunk1_1,Greek,Greek
thelamogio1_chunk1_2,Greek,Greek
thelamogio1_chunk1_3,Greek,Greek
thrwwtrk_chunk1_0,Turkish,Turkish
thrwwtrk_chunk1_1,Turkish,Turkish
thrwwtrk_chunk1_2,Turkish,Turkish
thrwwtrk_chunk2_0,Turkish,Turkish
thrwwtrk_chunk2_1,Turkish,Turkish
thrwwtrk_chunk2_2,Turkish,Turkish
thrwwtrk_chunk2_3,Turkish,Turkish
thrwwtrk_chunk3_0,Turkish,Turkish
thrwwtrk_chunk3_1,Turkish,Turkish
thrwwtrk_chunk3_2,Turkish,Turkish
thrwwtrk_chunk3_3,Turkish,Turkish
torpapa_chunk1_0,Hungarian,Hungarian
torpapa_chunk1_1,Hungarian,Hungarian
torpapa_chunk1_2,Hungarian,Hungarian
torpapa_chunk1_3,Hungarian,Hungarian
torpapa_chunk1_4,Hungarian,Romanian
torpapa_chunk2_0,Hungarian,Czech
torpapa_chunk2_1,Hungarian,Hungarian
torpapa_chunk2_2,Hungarian,Hungarian
torpapa_chunk2_3,Hungarian,Hungarian
torpapa_chunk3_0,Hungarian,Hungarian
torpapa_chunk3_1,Hungarian,Hungarian
torpapa_chunk3_2,Hungarian,German
torpapa_chunk3_3,Hungarian,Slovenian
torpapa_chunk3_4,Hungarian,Slovenian
uncle_vlad_chunk1_0,Russian,Russian
uncle_vlad_chunk1_1,Russian,Russian
uncle_vlad_chunk1_2,Russian,Russian
unholy88_chunk1_0,Hungarian,Hungarian
